query_id,source,eccentricity,reached,distance_sum,group
0,841907,508,1957027,442612016,low
1,1082582,857,1957027,851632855,high
2,840829,511,1957027,438107592,low
3,799545,856,1957027,1059952828,high
4,1505993,511,1957027,435307928,low
5,309904,855,1957027,798535486,high
6,856299,513,1957027,445673400,low
7,295008,851,1957027,793429319,high
8,1525760,514,1957027,463068977,low
9,294972,851,1957027,787610849,high
10,1527366,515,1957027,455114731,low
11,1044022,849,1957027,832340352,high
12,1527087,516,1957027,455148721,low
13,1701624,843,1957027,939748872,high
14,852424,517,1957027,443071142,low
15,798897,843,1957027,1017293400,high
16,1505935,517,1957027,442846240,low
17,308411,843,1957027,775013112,high
18,777248,519,1957027,565789851,low
19,290006,843,1957027,781405319,high
20,1803122,520,1957027,499142305,low
21,288078,843,1957027,771265455,high
22,1505965,521,1957027,450174273,low
23,803806,842,1957027,1035627057,high
24,1805803,521,1957027,510635709,low
25,294517,841,1957027,775948771,high
26,788410,522,1957027,517046939,low
27,294504,841,1957027,775392944,high
28,854599,522,1957027,460377772,low
29,1042042,839,1957027,829256142,high
30,1659096,523,1957027,452733063,low
31,800009,839,1957027,998181384,high
32,704194,524,1957027,577520300,low
33,799064,839,1957027,1020313596,high
34,855607,524,1957027,458788845,low
35,1698374,838,1957027,896270224,high
36,1484785,524,1957027,499187963,low
37,1413091,837,1957027,747106090,high
38,1506922,524,1957027,452930291,low
39,1075587,837,1957027,737928181,high
40,740087,525,1957027,571017097,low
41,294632,837,1957027,767911666,high
42,1490259,526,1957027,499969646,low
43,292692,837,1957027,773264555,high
44,1531250,526,1957027,447570810,low
45,301499,836,1957027,752906592,high
46,1788709,526,1957027,511892769,low
47,1083036,834,1957027,729187549,high
48,1794431,526,1957027,536549974,low
49,1081118,833,1957027,735403963,high
50,790256,527,1957027,576465318,low
51,802406,833,1957027,1014455048,high
52,1531258,527,1957027,450956988,low
53,293902,833,1957027,759881418,high
54,1791499,527,1957027,517223988,low
55,1084389,832,1957027,792103433,high
56,1893526,527,1957027,581266030,low
57,1076326,832,1957027,733582257,high
58,741710,528,1957027,584889563,low
59,811585,832,1957027,1001268195,high
60,778319,528,1957027,520039995,low
61,287128,832,1957027,740269185,high
62,840055,528,1957027,489023818,low
63,1731312,831,1957027,908173007,high
64,1483994,528,1957027,503103732,low
65,1702558,831,1957027,942938705,high
66,1530522,528,1957027,457083655,low
67,1215951,831,1957027,804970496,high
68,1789117,528,1957027,508749375,low
69,1074515,831,1957027,725189885,high
70,1800917,528,1957027,524617728,low
71,801225,831,1957027,1007711402,high
72,794350,529,1957027,531783681,low
73,305298,831,1957027,753103258,high
74,858744,529,1957027,467290888,low
75,1083097,830,1957027,724558989,high
76,1597203,529,1957027,496980592,low
77,311824,830,1957027,756383126,high
78,1791890,529,1957027,539195947,low
79,1247566,829,1957027,763143805,high
80,714950,530,1957027,560059896,low
81,1071858,829,1957027,717884527,high
82,741694,530,1957027,588910164,low
83,1059427,829,1957027,743821630,high
84,782385,530,1957027,537144728,low
85,302886,829,1957027,741919987,high
86,796679,530,1957027,557313160,low
87,1253745,828,1957027,747627666,high
88,842741,530,1957027,483224784,low
89,1075040,828,1957027,721776782,high
90,1490961,530,1957027,521588479,low
91,807988,828,1957027,931317694,high
92,1647971,530,1957027,463035827,low
93,298796,828,1957027,745785657,high
94,205749,531,1957027,532155976,low
95,1247932,827,1957027,746095534,high
96,714370,531,1957027,553435789,low
97,809932,827,1957027,994138772,high
98,797516,531,1957027,538905033,low
99,809929,827,1957027,995200614,high
100,864718,531,1957027,469823124,low
101,1070830,826,1957027,713850088,high
102,1796693,531,1957027,523952923,low
103,1041683,826,1957027,808309683,high
104,1894494,531,1957027,564038664,low
105,802597,826,1957027,998918823,high
106,745863,532,1957027,590608057,low
107,300559,826,1957027,749317160,high
108,715180,533,1957027,585394785,low
109,1726348,825,1957027,869307631,high
110,715326,533,1957027,583882555,low
111,1703712,825,1957027,909135055,high
112,744193,533,1957027,591555337,low
113,1246630,825,1957027,751325892,high
114,796897,533,1957027,502329159,low
115,1074824,825,1957027,745110002,high
116,855531,533,1957027,480346657,low
117,1044271,825,1957027,738182648,high
118,1649100,533,1957027,470309303,low
119,1074851,824,1957027,734133318,high
120,714206,534,1957027,562081623,low
121,1071731,824,1957027,711149671,high
122,776704,534,1957027,512907024,low
123,1068934,824,1957027,710887220,high
124,779536,534,1957027,526712009,low
125,811396,824,1957027,987148066,high
126,858908,534,1957027,475437385,low
127,1714757,823,1957027,884186881,high
128,1651216,534,1957027,472250969,low
129,1074128,823,1957027,726115011,high
130,1804465,534,1957027,534613278,low
131,811001,823,1957027,984345628,high
132,1804511,534,1957027,538749304,low
133,801034,823,1957027,984582835,high
134,1903785,534,1957027,594975931,low
135,1711020,822,1957027,902227391,high
136,860662,535,1957027,477841691,low
137,1252159,822,1957027,775524256,high
138,1652727,535,1957027,471442219,low
139,1714017,821,1957027,886949102,high
140,1902158,535,1957027,597020936,low
141,1699224,821,1957027,863749601,high
142,201781,536,1957027,551910597,low
143,1418844,821,1957027,720892993,high
144,712958,536,1957027,559336885,low
145,291792,821,1957027,736057813,high
146,736260,536,1957027,600485925,low
147,1053476,820,1957027,736925744,high
148,736377,536,1957027,601203563,low
149,810923,820,1957027,985142061,high
150,745852,536,1957027,599128961,low
151,1122718,819,1957027,689390683,high
152,864151,536,1957027,470546339,low
153,1248029,817,1957027,752965852,high
154,1654298,536,1957027,473136571,low
155,1055375,817,1957027,698572649,high
156,1803760,536,1957027,533815536,low
157,814097,817,1957027,977424447,high
158,1805525,536,1957027,540745237,low
159,289176,817,1957027,737883720,high
160,716275,537,1957027,590083432,low
161,1133839,816,1957027,698712722,high
162,792417,537,1957027,534746286,low
163,1725916,815,1957027,856816748,high
164,864624,537,1957027,470522948,low
165,1242659,815,1957027,766300129,high
166,1515384,537,1957027,444947412,low
167,805094,815,1957027,916776295,high
168,1604999,537,1957027,504568917,low
169,1277068,814,1957027,678550838,high
170,1653602,537,1957027,475115337,low
171,1243122,814,1957027,761536364,high
172,1796819,537,1957027,537196546,low
173,1083093,814,1957027,704785198,high
174,862155,538,1957027,481898357,low
175,1052562,814,1957027,696925692,high
176,1651742,538,1957027,478490512,low
177,1051543,814,1957027,706416276,high
178,1787451,538,1957027,544558018,low
179,1711265,813,1957027,887987114,high
180,1891843,538,1957027,601638753,low
181,1244366,813,1957027,771413544,high
182,713818,539,1957027,580478027,low
183,1121594,813,1957027,681108908,high
184,742966,539,1957027,600909665,low
185,1083045,813,1957027,704566049,high
186,859004,539,1957027,483327714,low
187,1068301,813,1957027,704087836,high
188,1519981,539,1957027,448277170,low
189,1065442,813,1957027,691604985,high
190,1646645,539,1957027,478187189,low
191,1058060,813,1957027,767947285,high
192,204541,540,1957027,553567111,low
193,1040341,813,1957027,783812920,high
194,795870,540,1957027,559837174,low
195,287663,813,1957027,728885190,high
196,842869,540,1957027,499358299,low
197,1718369,812,1957027,871920992,high
198,1484302,540,1957027,517348926,low
199,1276907,812,1957027,673318207,high
200,1490234,540,1957027,529907805,low
201,1077418,812,1957027,691400097,high
202,1540155,540,1957027,466004538,low
203,1733656,811,1957027,877413962,high
204,1798099,540,1957027,541338908,low
205,1210461,811,1957027,759060574,high
206,1903565,540,1957027,581206393,low
207,1209189,811,1957027,776304352,high
208,1120,541,1957027,509849503,low
209,1056920,811,1957027,751154594,high
210,1482525,541,1957027,523819124,low
211,1239207,810,1957027,726578748,high
212,1507663,541,1957027,477465089,low
213,1055269,810,1957027,699736462,high
214,1594801,541,1957027,492148594,low
215,1052340,810,1957027,743204216,high
216,1804577,541,1957027,552436001,low
217,480100,810,1957027,962080457,high
218,1901551,541,1957027,606147635,low
219,1056885,809,1957027,759030026,high
220,739017,542,1957027,609819671,low
221,1054773,809,1957027,689258325,high
222,839738,542,1957027,509730430,low
223,1044389,809,1957027,762631666,high
224,861875,542,1957027,489329962,low
225,812809,809,1957027,960408184,high
226,1483272,542,1957027,520272132,low
227,1248106,808,1957027,747534638,high
228,1495384,542,1957027,530483531,low
229,1113726,808,1957027,682522560,high
230,1647655,542,1957027,483434536,low
231,805018,808,1957027,894204745,high
232,1900586,542,1957027,563189196,low
233,1717613,807,1957027,870975925,high
234,785480,543,1957027,581549428,low
235,1447380,807,1957027,727718749,high
236,831479,543,1957027,484532059,low
237,1275970,807,1957027,659526956,high
238,1198721,543,1957027,493492720,low
239,1278510,806,1957027,663511064,high
240,736113,544,1957027,582723117,low
241,1250742,806,1957027,708453026,high
242,738179,544,1957027,603700267,low
243,1240240,806,1957027,754648816,high
244,787993,544,1957027,599842540,low
245,1142209,806,1957027,667500296,high
246,861501,544,1957027,490848715,low
247,1041976,806,1957027,748620988,high
248,1494391,544,1957027,528367433,low
249,1250690,805,1957027,678066608,high
250,1646966,544,1957027,486649922,low
251,1224237,805,1957027,760281895,high
252,717704,545,1957027,593328960,low
253,1122965,805,1957027,678027903,high
254,1492218,545,1957027,527806672,low
255,1063085,805,1957027,674683005,high
256,737459,546,1957027,585219842,low
257,814896,805,1957027,952887914,high
258,738349,546,1957027,609061855,low
259,1721810,804,1957027,852932800,high
260,816987,546,1957027,596847826,low
261,1240098,804,1957027,745218300,high
262,1477840,546,1957027,520705354,low
263,1106694,804,1957027,663401273,high
264,1480838,546,1957027,535575146,low
265,1414198,803,1957027,722874116,high
266,1482399,546,1957027,533371531,low
267,1291980,803,1957027,657256671,high
268,1494576,546,1957027,523099847,low
269,1122781,803,1957027,674528715,high
270,1538588,546,1957027,465061241,low
271,1053623,803,1957027,676497476,high
272,846826,547,1957027,519263132,low
273,1730029,802,1957027,835731109,high
274,857962,547,1957027,495791736,low
275,1224245,802,1957027,754411070,high
276,1511934,547,1957027,483849958,low
277,1047326,802,1957027,681059791,high
278,1553522,547,1957027,483123844,low
279,1700740,801,1957027,877953245,high
280,1803425,547,1957027,555656647,low
281,1668448,801,1957027,874244881,high
282,712164,548,1957027,599160803,low
283,1250074,801,1957027,690163236,high
284,736206,548,1957027,585870306,low
285,1237896,801,1957027,739200610,high
286,737478,548,1957027,586837267,low
287,1237396,801,1957027,709674061,high
288,861588,548,1957027,494229991,low
289,1116070,801,1957027,676223190,high
290,1488106,548,1957027,515516261,low
291,1732902,800,1957027,870066433,high
292,1589367,548,1957027,482878406,low
293,1414322,800,1957027,713762009,high
294,1605546,548,1957027,492180942,low
295,1236041,800,1957027,691871058,high
296,718944,549,1957027,609315616,low
297,1064316,800,1957027,664143801,high
298,861131,549,1957027,502158547,low
299,481746,800,1957027,940235333,high
300,1193908,549,1957027,513315750,low
301,1709769,799,1957027,871444591,high
302,1484387,549,1957027,527542773,low
303,1700750,799,1957027,875870214,high
304,1493628,549,1957027,536631411,low
305,1295004,799,1957027,648197021,high
306,1513005,549,1957027,480507419,low
307,1270914,799,1957027,648653563,high
308,1554886,549,1957027,487374566,low
309,1205904,799,1957027,778959895,high
310,1800170,549,1957027,559359690,low
311,1115460,799,1957027,665067287,high
312,1887615,549,1957027,591155037,low
313,1668598,798,1957027,834876670,high
314,361,550,1957027,515106116,low
315,1416117,798,1957027,717614039,high
316,108904,550,1957027,515233007,low
317,1297916,798,1957027,652880231,high
318,1486894,550,1957027,541539497,low
319,1274313,798,1957027,654636689,high
320,1537453,550,1957027,470055917,low
321,1219364,798,1957027,742531025,high
322,1803597,550,1957027,571126117,low
323,1725391,797,1957027,837977948,high
324,139380,551,1957027,511478641,low
325,1118298,797,1957027,670003618,high
326,732920,551,1957027,463160140,low
327,481257,797,1957027,937029910,high
328,746989,551,1957027,599328943,low
329,479674,797,1957027,937883960,high
330,831266,551,1957027,496231727,low
331,1458715,796,1957027,718160336,high
332,1492351,551,1957027,536811726,low
333,1297882,796,1957027,645352925,high
334,1496161,551,1957027,508261598,low
335,1046252,796,1957027,677645918,high
336,1658463,551,1957027,498186816,low
337,1122208,795,1957027,679566709,high
338,94288,552,1957027,565435731,low
339,1064468,795,1957027,658010080,high
340,865004,552,1957027,499691909,low
341,1728314,794,1957027,831337277,high
342,1481401,552,1957027,541067560,low
343,1271048,794,1957027,648731432,high
344,1488324,552,1957027,534815998,low
345,1251635,794,1957027,652939598,high
346,1507346,552,1957027,499361140,low
347,1229665,794,1957027,657859226,high
348,1550309,552,1957027,493170830,low
